Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1_060471_IW2_20190207T162016_VV_4BF1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190207T162001_20190207T162029_025826_02DF8D_4BF1/IW2/VV/5.tiff,S1_060471_IW2_20190315T162016_VV_D897-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190315T162001_20190315T162029_026351_02F27B_D897/IW2/VV/5.tiff,132,36
S1_060471_IW2_20190905T161943_VV_8ED3-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190905T161927_20190905T161954_017905_021B24_8ED3/IW2/VV/6.tiff,S1_060471_IW2_20190929T161944_VV_C560-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190929T161928_20190929T161955_018255_022601_C560/IW2/VV/6.tiff,132,24
S1_060471_IW2_20191005T162026_VV_6A74-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191005T162011_20191005T162038_029326_035557_6A74/IW2/VV/5.tiff,S1_060471_IW2_20191122T162026_VV_FD83-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191122T162011_20191122T162038_030026_036DA2_FD83/IW2/VV/5.tiff,132,48
S1_060471_IW2_20221118T162044_VV_0517-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221118T162029_20221118T162056_045951_057FA8_0517/IW2/VV/5.tiff,S1_060471_IW2_20221224T162042_VV_0DEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20221224T162027_20221224T162054_046476_05918D_0DEB/IW2/VV/5.tiff,132,36
S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,S1_060471_IW2_20170424T161923_VV_55BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170424T161909_20170424T161932_005305_0094B1_55BD/IW2/VV/5.tiff,131,6
S1_060471_IW2_20170623T161926_VV_BD72-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170623T161909_20170623T161937_006180_00ADB3_BD72/IW2/VV/6.tiff,S1_060471_IW2_20170629T162008_VV_D648-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170629T161954_20170629T162021_017251_01CC8E_D648/IW2/VV/5.tiff,131,6
S1_060471_IW2_20170804T162010_VV_FC89-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170804T161956_20170804T162023_017776_01DC8A_FC89/IW2/VV/5.tiff,S1_060471_IW2_20170927T161931_VV_6DDA-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170927T161914_20170927T161942_007580_00D618_6DDA/IW2/VV/6.tiff,131,54
S1_060471_IW2_20180910T161937_VV_46C9-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180910T161920_20180910T161948_012655_0175A4_46C9/IW2/VV/6.tiff,S1_060471_IW2_20180916T162019_VV_874B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180916T162004_20180916T162031_023726_02963B_874B/IW2/VV/5.tiff,131,6
S1_060471_IW2_20190219T162016_VV_2F07-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190219T162001_20190219T162029_026001_02E5CB_2F07/IW2/VV/5.tiff,S1_060471_IW2_20190225T161935_VV_3762-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190225T161918_20190225T161941_015105_01C3BC_3762/IW2/VV/6.tiff,131,6
S1_060471_IW2_20190321T161934_VV_19C5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190321T161918_20190321T161941_015455_01CF29_19C5/IW2/VV/6.tiff,S1_060471_IW2_20190420T162017_VV_C895-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190420T162002_20190420T162030_026876_0305AB_C895/IW2/VV/5.tiff,131,30
S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,S1_060471_IW2_20190830T162024_VV_8D24-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190830T162010_20190830T162037_028801_034342_8D24/IW2/VV/5.tiff,131,18
S1_060471_IW2_20190929T161944_VV_C560-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190929T161928_20190929T161955_018255_022601_C560/IW2/VV/6.tiff,S1_060471_IW2_20191005T162026_VV_6A74-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191005T162011_20191005T162038_029326_035557_6A74/IW2/VV/5.tiff,131,6
S1_060471_IW2_20210807T162036_VV_28FA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210807T162021_20210807T162048_039126_049E15_28FA/IW2/VV/5.tiff,S1_060471_IW2_20210912T162037_VV_4C89-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210912T162023_20210912T162050_039651_04B02A_4C89/IW2/VV/5.tiff,131,36
S1_060471_IW2_20170430T162005_VV_1305-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170430T161950_20170430T162017_016376_01B1C2_1305/IW2/VV/5.tiff,S1_060471_IW2_20170524T162006_VV_E192-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170524T161951_20170524T162018_016726_01BC71_E192/IW2/VV/5.tiff,130,24
S1_060471_IW2_20170711T162009_VV_1883-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170711T161954_20170711T162021_017426_01D1DE_1883/IW2/VV/5.tiff,S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,130,36
S1_060471_IW2_20170717T161928_VV_4DA3-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170717T161911_20170717T161939_006530_00B7B2_4DA3/IW2/VV/6.tiff,S1_060471_IW2_20170909T162012_VV_85A0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170909T161957_20170909T162024_018301_01EC83_85A0/IW2/VV/5.tiff,130,54
S1_060471_IW2_20180125T161928_VV_9D87-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180125T161912_20180125T161935_009330_010BDE_9D87/IW2/VV/6.tiff,S1_060471_IW2_20180131T162010_VV_A63B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180131T161955_20180131T162022_020401_022DC7_A63B/IW2/VV/5.tiff,130,6
S1_060471_IW2_20180916T162019_VV_874B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180916T162004_20180916T162031_023726_02963B_874B/IW2/VV/5.tiff,S1_060471_IW2_20181010T162020_VV_CB83-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181010T162005_20181010T162032_024076_02A1A9_CB83/IW2/VV/5.tiff,130,24
S1_060471_IW2_20181209T162018_VV_3284-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181209T162004_20181209T162031_024951_02BFEF_3284/IW2/VV/5.tiff,S1_060471_IW2_20181227T161936_VV_EA53-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181227T161920_20181227T161943_014230_01A747_EA53/IW2/VV/6.tiff,130,18
S1_060471_IW2_20210316T162028_VV_24AB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210316T162014_20210316T162041_037026_045B8A_24AB/IW2/VV/5.tiff,S1_060471_IW2_20210409T162029_VV_D8AD-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210409T162014_20210409T162041_037376_04679F_D8AD/IW2/VV/5.tiff,130,24
S1_060471_IW2_20211217T162036_VV_E223-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211217T162022_20211217T162049_041051_04E07D_E223/IW2/VV/5.tiff,S1_060471_IW2_20220110T162035_VV_8535-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220110T162021_20220110T162048_041401_04EC37_8535/IW2/VV/5.tiff,130,24
S1_060471_IW2_20170903T161930_VV_6416-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170903T161913_20170903T161941_007230_00CBEA_6416/IW2/VV/6.tiff,S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,129,12
S1_060471_IW2_20181010T162020_VV_CB83-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181010T162005_20181010T162032_024076_02A1A9_CB83/IW2/VV/5.tiff,S1_060471_IW2_20181115T162019_VV_8B3F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181115T162005_20181115T162032_024601_02B39D_8B3F/IW2/VV/5.tiff,129,36
S1_060471_IW2_20181227T161936_VV_EA53-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181227T161920_20181227T161943_014230_01A747_EA53/IW2/VV/6.tiff,S1_060471_IW2_20190120T161935_VV_F150-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190120T161919_20190120T161942_014580_01B29E_F150/IW2/VV/6.tiff,129,24
S1_060471_IW2_20190327T162017_VV_D297-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190327T162002_20190327T162029_026526_02F8E8_D297/IW2/VV/5.tiff,S1_060471_IW2_20190520T161937_VV_FF13-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190520T161920_20190520T161948_016330_01EBB9_FF13/IW2/VV/6.tiff,129,54
S1_060471_IW2_20190713T162022_VV_8D33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190713T162007_20190713T162034_028101_032C77_8D33/IW2/VV/5.tiff,S1_060471_IW2_20190905T161943_VV_8ED3-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190905T161927_20190905T161954_017905_021B24_8ED3/IW2/VV/6.tiff,129,54
S1_060471_IW2_20200502T161942_VV_E3B1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200502T161926_20200502T161954_021405_028A1E_E3B1/IW2/VV/6.tiff,S1_060471_IW2_20200701T161946_VV_9CC0-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200701T161929_20200701T161957_022280_02A48F_9CC0/IW2/VV/6.tiff,129,60
S1_060471_IW2_20200905T162031_VV_E813-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200905T162017_20200905T162044_034226_03FA1D_E813/IW2/VV/5.tiff,S1_060471_IW2_20200911T161950_VV_A9F5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200911T161933_20200911T162001_023330_02C4EE_A9F5/IW2/VV/6.tiff,129,6
S1_060471_IW2_20200923T161950_VV_780D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200923T161934_20200923T162001_023505_02CA63_780D/IW2/VV/6.tiff,S1_060471_IW2_20200929T162032_VV_908A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200929T162017_20200929T162044_034576_040672_908A/IW2/VV/5.tiff,129,6
S1_060471_IW2_20200929T162032_VV_908A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200929T162017_20200929T162044_034576_040672_908A/IW2/VV/5.tiff,S1_060471_IW2_20201011T162032_VV_589B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201011T162018_20201011T162045_034751_040C93_589B/IW2/VV/5.tiff,129,12
S1_060471_IW2_20210521T161949_VV_A08B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210521T161933_20210521T162000_027005_0339EB_A08B/IW2/VV/6.tiff,S1_060471_IW2_20210527T162031_VV_7F11-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210527T162017_20210527T162044_038076_047E64_7F11/IW2/VV/5.tiff,129,6
S1_060471_IW2_20210726T162035_VV_AE0B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210726T162020_20210726T162047_038951_049892_AE0B/IW2/VV/5.tiff,S1_060471_IW2_20210831T162037_VV_BBD5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210831T162022_20210831T162049_039476_04AA18_BBD5/IW2/VV/5.tiff,129,36
S1_060471_IW2_20240229T162045_VV_32BB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240229T162030_20240229T162057_052776_0662FB_32BB/IW2/VV/5.tiff,S1_060471_IW2_20240429T162046_VV_7FAB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240429T162032_20240429T162059_053651_0683FC_7FAB/IW2/VV/5.tiff,129,60
S1_060471_IW2_20170325T162003_VV_1E5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170325T161949_20170325T162016_015851_01A1DF_1E5D/IW2/VV/5.tiff,S1_060471_IW2_20170406T162004_VV_5CEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170406T161949_20170406T162016_016026_01A713_5CEB/IW2/VV/5.tiff,128,12
S1_060471_IW2_20170325T162003_VV_1E5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170325T161949_20170325T162016_015851_01A1DF_1E5D/IW2/VV/5.tiff,S1_060471_IW2_20170518T161924_VV_7175-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170518T161910_20170518T161938_005655_009E73_7175/IW2/VV/5.tiff,128,54
S1_060471_IW2_20170331T161922_VV_F9D2-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170331T161908_20170331T161931_004955_008A97_F9D2/IW2/VV/5.tiff,S1_060471_IW2_20170524T162006_VV_E192-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170524T161951_20170524T162018_016726_01BC71_E192/IW2/VV/5.tiff,128,54
S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,S1_060471_IW2_20170903T161930_VV_6416-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170903T161913_20170903T161941_007230_00CBEA_6416/IW2/VV/6.tiff,128,18
S1_060471_IW2_20171220T161930_VV_C0F8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171220T161913_20171220T161936_008805_00FACD_C0F8/IW2/VV/6.tiff,S1_060471_IW2_20180206T161928_VV_5D94-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180206T161911_20180206T161935_009505_01119C_5D94/IW2/VV/6.tiff,128,48
S1_060471_IW2_20180718T162016_VV_FD46-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180718T162001_20180718T162028_022851_027A57_FD46/IW2/VV/5.tiff,S1_060471_IW2_20180910T161937_VV_46C9-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180910T161920_20180910T161948_012655_0175A4_46C9/IW2/VV/6.tiff,128,54
S1_060471_IW2_20190303T162016_VV_326F-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190303T162002_20190303T162029_026176_02EC0E_326F/IW2/VV/5.tiff,S1_060471_IW2_20190426T161936_VV_6375-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190426T161919_20190426T161943_015980_01E083_6375/IW2/VV/6.tiff,128,54
S1_060471_IW2_20200502T161942_VV_E3B1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200502T161926_20200502T161954_021405_028A1E_E3B1/IW2/VV/6.tiff,S1_060471_IW2_20200520T162025_VV_9B70-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200520T162010_20200520T162037_032651_03C81D_9B70/IW2/VV/5.tiff,128,18
S1_060471_IW2_20200719T162029_VV_AE9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200719T162014_20200719T162041_033526_03E28C_AE9D/IW2/VV/5.tiff,S1_060471_IW2_20200824T162031_VV_9FD4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200824T162016_20200824T162043_034051_03F3F5_9FD4/IW2/VV/5.tiff,128,36
S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,S1_060471_IW2_20210103T162030_VV_106E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210103T162015_20210103T162042_035976_0436F7_106E/IW2/VV/5.tiff,128,36
S1_060471_IW2_20210421T162030_VV_5650-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210421T162015_20210421T162042_037551_046DB4_5650/IW2/VV/5.tiff,S1_060471_IW2_20210427T161948_VV_80ED-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210427T161931_20210427T161959_026655_032EEE_80ED/IW2/VV/6.tiff,128,6
S1_060471_IW2_20220110T162035_VV_8535-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220110T162021_20220110T162048_041401_04EC37_8535/IW2/VV/5.tiff,S1_060471_IW2_20220203T162034_VV_5AAD-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220203T162019_20220203T162046_041751_04F7E5_5AAD/IW2/VV/5.tiff,128,24
S1_060471_IW2_20220510T162036_VV_E33C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220510T162021_20220510T162048_043151_05274D_E33C/IW2/VV/5.tiff,S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,128,36
S1_060471_IW2_20220522T162037_VV_BB53-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220522T162022_20220522T162049_043326_052C83_BB53/IW2/VV/5.tiff,S1_060471_IW2_20220615T162038_VV_512C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220615T162024_20220615T162051_043676_0536E7_512C/IW2/VV/5.tiff,128,24
S1_060471_IW2_20180712T161934_VV_5AC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180712T161917_20180712T161945_011780_015AC3_5AC8/IW2/VV/6.tiff,S1_060471_IW2_20180724T161935_VV_6763-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180724T161918_20180724T161946_011955_016017_6763/IW2/VV/6.tiff,127,12
S1_060471_IW2_20181221T162018_VV_F1B5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181221T162003_20181221T162030_025126_02C644_F1B5/IW2/VV/5.tiff,S1_060471_IW2_20190213T161934_VV_0654-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190213T161918_20190213T161941_014930_01BDFB_0654/IW2/VV/6.tiff,127,54
S1_060471_IW2_20190408T162017_VV_F523-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190408T162002_20190408T162029_026701_02FF59_F523/IW2/VV/5.tiff,S1_060471_IW2_20190426T161936_VV_6375-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190426T161919_20190426T161943_015980_01E083_6375/IW2/VV/6.tiff,127,18
S1_060471_IW2_20190917T161944_VV_1AD2-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190917T161927_20190917T161955_018080_02209E_1AD2/IW2/VV/6.tiff,S1_060471_IW2_20191029T162026_VV_1281-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191029T162011_20191029T162038_029676_036175_1281/IW2/VV/5.tiff,127,42
S1_060471_IW2_20201128T162032_VV_AD55-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201128T162017_20201128T162044_035451_0424D6_AD55/IW2/VV/5.tiff,S1_060471_IW2_20201210T162031_VV_D55E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201210T162016_20201210T162044_035626_042ADA_D55E/IW2/VV/5.tiff,127,12
S1_060471_IW2_20170915T161930_VV_813C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170915T161914_20170915T161942_007405_00D111_813C/IW2/VV/6.tiff,S1_060471_IW2_20171003T162013_VV_C255-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171003T161958_20171003T162025_018651_01F73F_C255/IW2/VV/5.tiff,126,18
S1_060471_IW2_20171202T162012_VV_5994-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171202T161957_20171202T162025_019526_021245_5994/IW2/VV/5.tiff,S1_060471_IW2_20180107T162011_VV_DE69-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180107T161956_20180107T162023_020051_0222AB_DE69/IW2/VV/5.tiff,126,36
S1_060471_IW2_20171214T162012_VV_F917-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171214T161957_20171214T162024_019701_0217BF_F917/IW2/VV/5.tiff,S1_060471_IW2_20180206T161928_VV_5D94-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180206T161911_20180206T161935_009505_01119C_5D94/IW2/VV/6.tiff,126,54
S1_060471_IW2_20180706T162015_VV_2C17-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180706T162000_20180706T162027_022676_0274FB_2C17/IW2/VV/5.tiff,S1_060471_IW2_20180712T161934_VV_5AC8-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180712T161917_20180712T161945_011780_015AC3_5AC8/IW2/VV/6.tiff,126,6
S1_060471_IW2_20180730T162017_VV_8DEA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180730T162002_20180730T162029_023026_027FDC_8DEA/IW2/VV/5.tiff,S1_060471_IW2_20180904T162019_VV_591C-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180904T162004_20180904T162031_023551_02909E_591C/IW2/VV/5.tiff,126,36
S1_060471_IW2_20181004T161938_VV_DDCD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181004T161921_20181004T161949_013005_018057_DDCD/IW2/VV/6.tiff,S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,126,60
S1_060471_IW2_20200502T161942_VV_E3B1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200502T161926_20200502T161954_021405_028A1E_E3B1/IW2/VV/6.tiff,S1_060471_IW2_20200607T161944_VV_401C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200607T161928_20200607T161956_021930_0299E6_401C/IW2/VV/6.tiff,126,36
S1_060471_IW2_20210726T162035_VV_AE0B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210726T162020_20210726T162047_038951_049892_AE0B/IW2/VV/5.tiff,S1_060471_IW2_20210912T162037_VV_4C89-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210912T162023_20210912T162050_039651_04B02A_4C89/IW2/VV/5.tiff,126,48
S1_060471_IW2_20230926T162049_VV_0885-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230926T162034_20230926T162101_050501_061523_0885/IW2/VV/5.tiff,S1_060471_IW2_20231113T162049_VV_28A1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20231113T162034_20231113T162101_051201_062D21_28A1/IW2/VV/5.tiff,126,48
S1_060471_IW2_20170307T161921_VV_19FD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170307T161907_20170307T161931_004605_00806E_19FD/IW2/VV/5.tiff,S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,125,42
S1_060471_IW2_20170816T162011_VV_8E9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170816T161956_20170816T162023_017951_01E1D7_8E9D/IW2/VV/5.tiff,S1_060471_IW2_20171003T162013_VV_C255-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171003T161958_20171003T162025_018651_01F73F_C255/IW2/VV/5.tiff,125,48
S1_060471_IW2_20171021T161931_VV_9C28-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171021T161914_20171021T161942_007930_00E016_9C28/IW2/VV/6.tiff,S1_060471_IW2_20171027T162013_VV_5454-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171027T161958_20171027T162025_019001_0201E8_5454/IW2/VV/5.tiff,125,6
S1_060471_IW2_20171114T161931_VV_FE58-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171114T161914_20171114T161942_008280_00EA54_FE58/IW2/VV/6.tiff,S1_060471_IW2_20171126T161931_VV_B7C0-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171126T161914_20171126T161937_008455_00EFAD_B7C0/IW2/VV/6.tiff,125,12
S1_060471_IW2_20180401T162010_VV_4624-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180401T161955_20180401T162022_021276_024996_4624/IW2/VV/5.tiff,S1_060471_IW2_20180525T161931_VV_7E91-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180525T161914_20180525T161942_011080_0144ED_7E91/IW2/VV/6.tiff,125,54
