Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1_060471_IW2_20171120T162013_VV_B9BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171120T161958_20171120T162025_019351_020CCE_B9BC/IW2/VV/5.tiff,S1_060471_IW2_20171208T161930_VV_E151-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20171208T161913_20171208T161937_008630_00F535_E151/IW2/VV/6.tiff,56,18
S1_060471_IW2_20180125T161928_VV_9D87-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180125T161912_20180125T161935_009330_010BDE_9D87/IW2/VV/6.tiff,S1_060471_IW2_20180320T162010_VV_CFB8-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180320T161955_20180320T162022_021101_02440E_CFB8/IW2/VV/5.tiff,56,54
S1_060471_IW2_20180425T162011_VV_7FEA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180425T161956_20180425T162024_021626_02547D_7FEA/IW2/VV/5.tiff,S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,56,48
S1_060471_IW2_20180507T162012_VV_3000-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180507T161957_20180507T162024_021801_025A0A_3000/IW2/VV/5.tiff,S1_060471_IW2_20180612T162014_VV_2BE3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180612T161959_20180612T162026_022326_026AAD_2BE3/IW2/VV/5.tiff,56,36
S1_060471_IW2_20180525T161931_VV_7E91-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180525T161914_20180525T161942_011080_0144ED_7E91/IW2/VV/6.tiff,S1_060471_IW2_20180724T161935_VV_6763-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180724T161918_20180724T161946_011955_016017_6763/IW2/VV/6.tiff,56,60
S1_060471_IW2_20180630T161933_VV_F0C7-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180630T161917_20180630T161945_011605_015557_F0C7/IW2/VV/6.tiff,S1_060471_IW2_20180805T161935_VV_AEF6-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180805T161918_20180805T161946_012130_016561_AEF6/IW2/VV/6.tiff,56,36
S1_060471_IW2_20180829T161936_VV_BD86-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180829T161920_20180829T161948_012480_017041_BD86/IW2/VV/6.tiff,S1_060471_IW2_20181022T162020_VV_BB47-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181022T162005_20181022T162032_024251_02A75B_BB47/IW2/VV/5.tiff,56,54
S1_060471_IW2_20181121T161937_VV_2A41-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181121T161921_20181121T161944_013705_019626_2A41/IW2/VV/6.tiff,S1_060471_IW2_20181221T162018_VV_F1B5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181221T162003_20181221T162030_025126_02C644_F1B5/IW2/VV/5.tiff,56,30
S1_060471_IW2_20181203T161937_VV_292D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181203T161920_20181203T161944_013880_019BC4_292D/IW2/VV/6.tiff,S1_060471_IW2_20181215T161936_VV_11E1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181215T161920_20181215T161943_014055_01A17A_11E1/IW2/VV/6.tiff,56,12
S1_060471_IW2_20190201T161935_VV_AA36-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190201T161918_20190201T161942_014755_01B83D_AA36/IW2/VV/6.tiff,S1_060471_IW2_20190213T161934_VV_0654-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190213T161918_20190213T161941_014930_01BDFB_0654/IW2/VV/6.tiff,56,12
S1_060471_IW2_20190402T161935_VV_1A66-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190402T161918_20190402T161942_015630_01D4EC_1A66/IW2/VV/6.tiff,S1_060471_IW2_20190414T161935_VV_C516-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190414T161919_20190414T161942_015805_01DABC_C516/IW2/VV/6.tiff,56,12
S1_060471_IW2_20190601T161937_VV_9F21-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190601T161921_20190601T161949_016505_01F10F_9F21/IW2/VV/6.tiff,S1_060471_IW2_20190701T162021_VV_0EB0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190701T162006_20190701T162033_027926_032729_0EB0/IW2/VV/5.tiff,56,30
S1_060471_IW2_20190613T161938_VV_D65F-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190613T161922_20190613T161949_016680_01F645_D65F/IW2/VV/6.tiff,S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,56,60
S1_060471_IW2_20190713T162022_VV_8D33-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190713T162007_20190713T162034_028101_032C77_8D33/IW2/VV/5.tiff,S1_060471_IW2_20190731T161941_VV_C461-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190731T161924_20190731T161952_017380_020AEB_C461/IW2/VV/6.tiff,56,18
S1_060471_IW2_20190719T161940_VV_8C07-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190719T161924_20190719T161952_017205_0205B9_8C07/IW2/VV/6.tiff,S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,56,24
S1_060471_IW2_20200214T162023_VV_C8A1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200214T162008_20200214T162035_031251_039829_C8A1/IW2/VV/5.tiff,S1_060471_IW2_20200226T162022_VV_0C8B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200226T162008_20200226T162035_031426_039E30_0C8B/IW2/VV/5.tiff,56,12
S1_060471_IW2_20200214T162023_VV_C8A1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200214T162008_20200214T162035_031251_039829_C8A1/IW2/VV/5.tiff,S1_060471_IW2_20200414T162023_VV_0830-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200414T162009_20200414T162036_032126_03B6B8_0830/IW2/VV/5.tiff,56,60
S1_060471_IW2_20200502T161942_VV_E3B1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200502T161926_20200502T161954_021405_028A1E_E3B1/IW2/VV/6.tiff,S1_060471_IW2_20200625T162027_VV_D8B7-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200625T162012_20200625T162040_033176_03D7E1_D8B7/IW2/VV/5.tiff,56,54
S1_060471_IW2_20201222T162031_VV_78D8-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201222T162016_20201222T162043_035801_0430E1_78D8/IW2/VV/5.tiff,S1_060471_IW2_20210115T162029_VV_C944-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210115T162015_20210115T162042_036151_043D1B_C944/IW2/VV/5.tiff,56,24
S1_060471_IW2_20210515T162031_VV_FF5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210515T162016_20210515T162043_037901_04791B_FF5D/IW2/VV/5.tiff,S1_060471_IW2_20210714T162034_VV_13A9-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210714T162020_20210714T162047_038776_049355_13A9/IW2/VV/5.tiff,56,60
S1_060471_IW2_20210527T162031_VV_7F11-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210527T162017_20210527T162044_038076_047E64_7F11/IW2/VV/5.tiff,S1_060471_IW2_20210620T162033_VV_84BC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210620T162018_20210620T162045_038426_0488CD_84BC/IW2/VV/5.tiff,56,24
S1_060471_IW2_20210801T161953_VV_DF76-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210801T161937_20210801T162005_028055_0358BD_DF76/IW2/VV/6.tiff,S1_060471_IW2_20210912T162037_VV_4C89-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210912T162023_20210912T162050_039651_04B02A_4C89/IW2/VV/5.tiff,56,42
S1_060471_IW2_20211123T162037_VV_6EE4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211123T162023_20211123T162050_040701_04D46F_6EE4/IW2/VV/5.tiff,S1_060471_IW2_20211229T162036_VV_985A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211229T162021_20211229T162048_041226_04E64E_985A/IW2/VV/5.tiff,56,36
S1_060471_IW2_20211123T162037_VV_6EE4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211123T162023_20211123T162050_040701_04D46F_6EE4/IW2/VV/5.tiff,S1_060471_IW2_20220110T162035_VV_8535-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220110T162021_20220110T162048_041401_04EC37_8535/IW2/VV/5.tiff,56,48
S1_060471_IW2_20240616T162045_VV_FE7A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240616T162031_20240616T162058_054351_069CB7_FE7A/IW2/VV/5.tiff,S1_060471_IW2_20240710T162044_VV_AE06-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20240710T162029_20240710T162057_054701_06A8E3_AE06/IW2/VV/5.tiff,56,24
S1_060471_IW2_20170319T161921_VV_BD29-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170319T161908_20170319T161931_004780_00858E_BD29/IW2/VV/5.tiff,S1_060471_IW2_20170418T162005_VV_5921-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170418T161950_20170418T162017_016201_01AC72_5921/IW2/VV/5.tiff,55,30
S1_060471_IW2_20171108T162013_VV_60B3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171108T161958_20171108T162025_019176_02074C_60B3/IW2/VV/5.tiff,S1_060471_IW2_20171226T162011_VV_8F38-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20171226T161956_20171226T162024_019876_021D28_8F38/IW2/VV/5.tiff,55,48
S1_060471_IW2_20180308T162010_VV_0709-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180308T161955_20180308T162022_020926_023E81_0709/IW2/VV/5.tiff,S1_060471_IW2_20180501T161929_VV_E1CF-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180501T161913_20180501T161936_010730_013990_E1CF/IW2/VV/6.tiff,55,54
S1_060471_IW2_20180519T162012_VV_7C58-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180519T161958_20180519T162025_021976_025F9D_7C58/IW2/VV/5.tiff,S1_060471_IW2_20180624T162015_VV_4BA5-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180624T162000_20180624T162027_022501_026FE2_4BA5/IW2/VV/5.tiff,55,36
S1_060471_IW2_20180531T162013_VV_39A4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180531T161958_20180531T162025_022151_02653B_39A4/IW2/VV/5.tiff,S1_060471_IW2_20180618T161932_VV_F597-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180618T161916_20180618T161944_011430_014FE7_F597/IW2/VV/6.tiff,55,18
S1_060471_IW2_20180706T162015_VV_2C17-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180706T162000_20180706T162027_022676_0274FB_2C17/IW2/VV/5.tiff,S1_060471_IW2_20180718T162016_VV_FD46-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180718T162001_20180718T162028_022851_027A57_FD46/IW2/VV/5.tiff,55,12
S1_060471_IW2_20180823T162018_VV_5200-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180823T162003_20180823T162030_023376_028B11_5200/IW2/VV/5.tiff,S1_060471_IW2_20180910T161937_VV_46C9-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180910T161920_20180910T161948_012655_0175A4_46C9/IW2/VV/6.tiff,55,18
S1_060471_IW2_20190225T161935_VV_3762-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190225T161918_20190225T161941_015105_01C3BC_3762/IW2/VV/6.tiff,S1_060471_IW2_20190309T161934_VV_602B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190309T161918_20190309T161941_015280_01C97F_602B/IW2/VV/6.tiff,55,12
S1_060471_IW2_20190420T162017_VV_C895-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190420T162002_20190420T162030_026876_0305AB_C895/IW2/VV/5.tiff,S1_060471_IW2_20190502T162018_VV_E587-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190502T162003_20190502T162030_027051_030C0B_E587/IW2/VV/5.tiff,55,12
S1_060471_IW2_20190806T162023_VV_3FBC-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190806T162009_20190806T162036_028451_03371A_3FBC/IW2/VV/5.tiff,S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,55,6
S1_060471_IW2_20200321T162023_VV_674A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200321T162008_20200321T162035_031776_03AA60_674A/IW2/VV/5.tiff,S1_060471_IW2_20200402T162023_VV_65E0-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200402T162008_20200402T162035_031951_03B08A_65E0/IW2/VV/5.tiff,55,12
S1_060471_IW2_20200502T161942_VV_E3B1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200502T161926_20200502T161954_021405_028A1E_E3B1/IW2/VV/6.tiff,S1_060471_IW2_20200514T161943_VV_194D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20200514T161926_20200514T161954_021580_028F82_194D/IW2/VV/6.tiff,55,12
S1_060471_IW2_20230306T162040_VV_1D80-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230306T162025_20230306T162052_047526_05B4F9_1D80/IW2/VV/5.tiff,S1_060471_IW2_20230330T162040_VV_3802-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20230330T162025_20230330T162052_047876_05C0BE_3802/IW2/VV/5.tiff,55,24
S1_060471_IW2_20170406T162004_VV_5CEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170406T161949_20170406T162016_016026_01A713_5CEB/IW2/VV/5.tiff,S1_060471_IW2_20170530T161924_VV_CC1E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170530T161908_20170530T161936_005830_00A382_CC1E/IW2/VV/6.tiff,54,54
S1_060471_IW2_20170430T162005_VV_1305-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170430T161950_20170430T162017_016376_01B1C2_1305/IW2/VV/5.tiff,S1_060471_IW2_20170506T161923_VV_B1F1-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170506T161910_20170506T161938_005480_0099A5_B1F1/IW2/VV/5.tiff,54,6
S1_060471_IW2_20170518T161924_VV_7175-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170518T161910_20170518T161938_005655_009E73_7175/IW2/VV/5.tiff,S1_060471_IW2_20170530T161924_VV_CC1E-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170530T161908_20170530T161936_005830_00A382_CC1E/IW2/VV/6.tiff,54,12
S1_060471_IW2_20170524T162006_VV_E192-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170524T161951_20170524T162018_016726_01BC71_E192/IW2/VV/5.tiff,S1_060471_IW2_20170723T162010_VV_0DBA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170723T161955_20170723T162022_017601_01D729_0DBA/IW2/VV/5.tiff,54,60
S1_060471_IW2_20180718T162016_VV_FD46-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180718T162001_20180718T162028_022851_027A57_FD46/IW2/VV/5.tiff,S1_060471_IW2_20180724T161935_VV_6763-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180724T161918_20180724T161946_011955_016017_6763/IW2/VV/6.tiff,54,6
S1_060471_IW2_20180823T162018_VV_5200-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180823T162003_20180823T162030_023376_028B11_5200/IW2/VV/5.tiff,S1_060471_IW2_20181010T162020_VV_CB83-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181010T162005_20181010T162032_024076_02A1A9_CB83/IW2/VV/5.tiff,54,48
S1_060471_IW2_20181028T161938_VV_58A7-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181028T161921_20181028T161949_013355_018B23_58A7/IW2/VV/6.tiff,S1_060471_IW2_20181103T162020_VV_F3E4-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20181103T162005_20181103T162032_024426_02AD35_F3E4/IW2/VV/5.tiff,54,6
S1_060471_IW2_20181227T161936_VV_EA53-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20181227T161920_20181227T161943_014230_01A747_EA53/IW2/VV/6.tiff,S1_060471_IW2_20190213T161934_VV_0654-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190213T161918_20190213T161941_014930_01BDFB_0654/IW2/VV/6.tiff,54,48
S1_060471_IW2_20190520T161937_VV_FF13-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190520T161920_20190520T161948_016330_01EBB9_FF13/IW2/VV/6.tiff,S1_060471_IW2_20190526T162019_VV_59B3-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20190526T162004_20190526T162031_027401_031745_59B3/IW2/VV/5.tiff,54,6
S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,S1_060471_IW2_20190824T161942_VV_7E06-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190824T161926_20190824T161954_017730_0215BB_7E06/IW2/VV/6.tiff,54,12
S1_060471_IW2_20190812T161942_VV_45B4-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190812T161925_20190812T161953_017555_021043_45B4/IW2/VV/6.tiff,S1_060471_IW2_20190929T161944_VV_C560-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190929T161928_20190929T161955_018255_022601_C560/IW2/VV/6.tiff,54,48
S1_060471_IW2_20190917T161944_VV_1AD2-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20190917T161927_20190917T161955_018080_02209E_1AD2/IW2/VV/6.tiff,S1_060471_IW2_20191110T162026_VV_4B9E-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191110T162011_20191110T162038_029851_036795_4B9E/IW2/VV/5.tiff,54,54
S1_060471_IW2_20191011T161944_VV_1CD5-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20191011T161927_20191011T161955_018430_022B7F_1CD5/IW2/VV/6.tiff,S1_060471_IW2_20191029T162026_VV_1281-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20191029T162011_20191029T162038_029676_036175_1281/IW2/VV/5.tiff,54,18
S1_060471_IW2_20200625T162027_VV_D8B7-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200625T162012_20200625T162040_033176_03D7E1_D8B7/IW2/VV/5.tiff,S1_060471_IW2_20200719T162029_VV_AE9D-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200719T162014_20200719T162041_033526_03E28C_AE9D/IW2/VV/5.tiff,54,24
S1_060471_IW2_20200917T162032_VV_8F73-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20200917T162017_20200917T162044_034401_04003C_8F73/IW2/VV/5.tiff,S1_060471_IW2_20201116T162032_VV_3966-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20201116T162017_20201116T162044_035276_041EC1_3966/IW2/VV/5.tiff,54,60
S1_060471_IW2_20210409T162029_VV_D8AD-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210409T162014_20210409T162041_037376_04679F_D8AD/IW2/VV/5.tiff,S1_060471_IW2_20210608T162032_VV_2DD1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210608T162017_20210608T162044_038251_048397_2DD1/IW2/VV/5.tiff,54,60
S1_060471_IW2_20210521T161949_VV_A08B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210521T161933_20210521T162000_027005_0339EB_A08B/IW2/VV/6.tiff,S1_060471_IW2_20210602T161950_VV_DC5D-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210602T161933_20210602T162001_027180_033F1E_DC5D/IW2/VV/6.tiff,54,12
S1_060471_IW2_20210708T161952_VV_D8BD-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210708T161935_20210708T162003_027705_034E6B_D8BD/IW2/VV/6.tiff,S1_060471_IW2_20210726T162035_VV_AE0B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210726T162020_20210726T162047_038951_049892_AE0B/IW2/VV/5.tiff,54,18
S1_060471_IW2_20210807T162036_VV_28FA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20210807T162021_20210807T162048_039126_049E15_28FA/IW2/VV/5.tiff,S1_060471_IW2_20210825T161955_VV_FB02-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20210825T161938_20210825T162006_028405_03639D_FB02/IW2/VV/6.tiff,54,18
S1_060471_IW2_20211229T162036_VV_985A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20211229T162021_20211229T162048_041226_04E64E_985A/IW2/VV/5.tiff,S1_060471_IW2_20220227T162034_VV_5E49-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20220227T162019_20220227T162046_042101_050412_5E49/IW2/VV/5.tiff,54,60
S1_060471_IW2_20170406T162004_VV_5CEB-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170406T161949_20170406T162016_016026_01A713_5CEB/IW2/VV/5.tiff,S1_060471_IW2_20170605T162007_VV_5A2A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170605T161952_20170605T162019_016901_01C1E5_5A2A/IW2/VV/5.tiff,53,60
S1_060471_IW2_20170518T161924_VV_7175-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170518T161910_20170518T161938_005655_009E73_7175/IW2/VV/5.tiff,S1_060471_IW2_20170605T162007_VV_5A2A-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170605T161952_20170605T162019_016901_01C1E5_5A2A/IW2/VV/5.tiff,53,18
S1_060471_IW2_20170611T161925_VV_1646-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20170611T161909_20170611T161937_006005_00A89D_1646/IW2/VV/6.tiff,S1_060471_IW2_20170629T162008_VV_D648-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20170629T161954_20170629T162021_017251_01CC8E_D648/IW2/VV/5.tiff,53,18
S1_060471_IW2_20180131T162010_VV_A63B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180131T161955_20180131T162022_020401_022DC7_A63B/IW2/VV/5.tiff,S1_060471_IW2_20180212T162010_VV_0D68-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180212T161955_20180212T162022_020576_023368_0D68/IW2/VV/5.tiff,53,12
S1_060471_IW2_20180131T162010_VV_A63B-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180131T161955_20180131T162022_020401_022DC7_A63B/IW2/VV/5.tiff,S1_060471_IW2_20180401T162010_VV_4624-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180401T161955_20180401T162022_021276_024996_4624/IW2/VV/5.tiff,53,60
S1_060471_IW2_20180302T161928_VV_918C-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180302T161911_20180302T161935_009855_011D2A_918C/IW2/VV/6.tiff,S1_060471_IW2_20180413T162011_VV_6BE1-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180413T161956_20180413T162023_021451_024F0B_6BE1/IW2/VV/5.tiff,53,42
S1_060471_IW2_20180401T162010_VV_4624-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180401T161955_20180401T162022_021276_024996_4624/IW2/VV/5.tiff,S1_060471_IW2_20180513T161930_VV_631B-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180513T161913_20180513T161937_010905_013F3A_631B/IW2/VV/6.tiff,53,42
S1_060471_IW2_20180425T162011_VV_7FEA-BURST,https://sentinel1-burst.asf.alaska.edu/S1A_IW_SLC__1SDV_20180425T161956_20180425T162024_021626_02547D_7FEA/IW2/VV/5.tiff,S1_060471_IW2_20180525T161931_VV_7E91-BURST,https://sentinel1-burst.asf.alaska.edu/S1B_IW_SLC__1SDV_20180525T161914_20180525T161942_011080_0144ED_7E91/IW2/VV/6.tiff,53,30
